year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,owner_category,price_category,Cluster
2010,330000,8.842948294874742e+20,1,Individual,1.7419696747025504,Second Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
2016,540000,3.054903406141533e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,847042247651.0764,33356404.032925557,1,2,6
2013,180000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,17386.407343859908,576678611915.7937,22858161.885924164,1,1,0
2012,450000,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,14979.365799416611,847042247651.0764,34921481.81451007,1,1,6
2014,450000,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,16049.162041391413,847042247651.0764,34921481.81451007,1,1,6
2015,200000,4.0195775542637344e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,848454068203.2189,31373446.541396566,1,1,6
2017,425000,3.3764614555156e+20,2,Individual,1.7419696747025504,First Owner,19218.433408241744,848454068203.2189,34211874.75988737,1,1,4
2016,400000,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,15447.401655280588,848454068203.2189,33581112.93355609,1,1,6
2009,125000,4.823472677698902e+20,2,Individual,1.7419696747025504,Third Owner,16450.33563213196,563972226946.5116,19349549.226956364,2,1,0
2018,1600000,1.1255551098971295e+20,1,Individual,1.7419696747025504,First Owner,14711.916738922917,1382828147189.1433,68115322.92519417,1,3,7
2015,900000,1.7686712086452637e+20,2,Individual,1.7419696747025504,First Owner,14912.503534293188,1058815330472.4467,47339605.270407334,1,2,2
2012,450000,7.235158048004406e+20,1,Individual,1.7419696747025504,First Owner,17011.97865916873,1130112268355.6414,41938707.13244566,1,1,9
2011,210000,3.698019504889667e+20,2,Individual,1.7419696747025504,First Owner,17266.05526663774,706566102712.9009,27549452.96926312,1,1,0
2018,801000,1.60789218395823e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,847042247651.0764,33356404.032925557,1,2,6
2014,317000,1.2059446222406463e+20,1,Individual,1.7419696747025504,First Owner,13588.630684849377,993871585073.8932,28692708.779488586,1,1,2
2015,600000,3.215682430828566e+20,2,Individual,1.7419696747025504,Second Owner,13989.804275589926,971282456239.6136,38035868.33202081,2,2,2
2014,330000,2.411787307393398e+20,2,Individual,1.7419696747025504,Second Owner,15647.988450650862,847042247651.0764,33758514.69721176,2,1,6
2017,320000,1.2059446222406463e+20,2,Individual,1.7419696747025504,Second Owner,17386.407343859908,576678611915.7937,22858161.885924164,2,1,0
2010,160000,4.0195775542637344e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,883043671730.7094,30269613.345316812,1,1,6
2007,120000,8.842948294874742e+20,2,Individual,1.7419696747025504,Second Owner,13508.395966701268,948693327405.3341,33817648.61843032,2,1,2
2009,130000,5.6273678011340705e+20,2,Individual,1.7419696747025504,Second Owner,16450.33563213196,563972226946.5116,19349549.226956364,2,1,0
2015,220000,6.431262924569239e+20,2,Individual,1.7419696747025504,First Owner,15447.401655280588,848454068203.2189,33581112.93355609,1,1,6
2008,229999,4.0195775542637344e+20,1,Individual,1.7419696747025504,Third Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
2015,340000,8.842948294874742e+20,2,Individual,1.7419696747025504,First Owner,15026.169385003011,844218606546.7915,36064737.624735534,1,1,6
2013,200000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,16436.96317910727,989636123417.4658,27510030.355117418,2,1,6
2002,140000,4.0195775542637344e+20,2,Individual,1.7419696747025504,Second Owner,16450.33563213196,563972226946.5116,19349549.226956364,2,1,0
2013,1000000,1.5274109282356088e+21,1,Individual,1.7419696747025504,First Owner,11963.877642350155,1762607875715.4673,40756028.708074495,1,2,3
2010,495000,8.039053171439575e+20,1,Individual,1.7419696747025504,Second Owner,12371.737459603044,1783079273721.5332,25933125.7892892,2,1,3
2015,236000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,18482.948491884075,563972226946.5116,19743775.36841342,1,1,0
2015,390000,3.215682430828566e+20,2,Individual,1.7419696747025504,First Owner,16991.919979631704,706566102712.9009,27525799.4007757,1,1,0
2009,275000,7.235158048004406e+20,1,Individual,1.7419696747025504,Second Owner,16182.886571638259,883043671730.7094,30230190.73117111,2,1,6
2017,775000,2.5725663320804318e+20,1,Dealer,1.7419696747025504,First Owner,19525.9998278095,883043671730.7094,35985892.39644412,1,2,4
2016,1800000,2.411787307393398e+20,1,Individual,1.8193827268431275,First Owner,10874.02272083833,1946850457770.0593,68706662.13737977,1,3,1
2016,850000,4.6626936530118685e+20,1,Individual,1.7419696747025504,First Owner,16430.276952594933,1118817703938.5015,50848217.929375134,1,2,2
2018,750000,4.020494988054784e+19,1,Individual,1.7419696747025504,First Owner,19525.9998278095,883043671730.7094,35985892.39644412,1,2,4
2018,570000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,15714.850715774288,847042247651.0764,33356404.032925557,1,2,6
2018,580000,2.5725663320804318e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,847042247651.0764,33368230.817169268,1,2,6
2016,484999,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,15781.712980897713,848454068203.2189,36064737.624735534,1,1,6
2017,700000,3.456850967859116e+20,2,Dealer,1.7419696747025504,First Owner,13575.258231824691,1058815330472.4467,47339605.270407334,1,2,2
2012,415000,4.823472677698902e+20,2,Dealer,1.7419696747025504,First Owner,15113.090329663462,1058815330472.4467,45810007.841553956,1,1,2
2015,325000,4.0195775542637344e+20,2,Individual,1.8193827268431275,First Owner,16209.631477687628,847748157927.1477,31058065.628230922,1,1,8
2018,550000,1.1416330123658328e+20,2,Individual,1.7419696747025504,First Owner,15420.656749231219,846336337375.0051,35315707.95596712,1,2,6
2017,300000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,17386.407343859908,576678611915.7937,22858161.885924164,1,1,0
2018,217000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,18456.2035858347,566089957774.7252,22243169.105251156,1,1,0
2018,700000,1.535541622849065e+20,2,Individual,1.7419696747025504,First Owner,15982.299776267982,844924516822.8627,38422209.950648725,1,2,6
2019,466000,2.0098397456758142e+20,2,Individual,1.8193827268431275,Fourth & Above Owner,16851.509222872508,768686207007.1694,27904256.496574473,3,1,8
2014,484999,4.3411356036378015e+20,1,Dealer,1.7419696747025504,First Owner,18656.790381204977,1059521240748.518,40109497.836084925,1,1,9
2018,670000,2.8137348691109822e+20,1,Individual,1.7419696747025504,First Owner,18462.889812347043,1033402560533.8823,34527255.67305301,1,2,9
2018,500000,1.60789218395823e+20,2,Individual,1.7419696747025504,Second Owner,15915.437511144559,847042247651.0764,33368230.817169268,2,1,6
2016,675000,4.1803565789507676e+20,1,Individual,1.7419696747025504,First Owner,19091.39510450724,883043671730.7094,35985892.39644412,1,2,4
2011,220000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,18656.790381204977,987518392589.252,36577231.6086297,2,1,9
2017,1650000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,14711.916738922917,1382828147189.1433,68115322.92519417,1,3,7
2013,630000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,17165.761868952603,883043671730.7094,36104160.23888123,2,2,6
2010,250000,7.235158048004406e+20,1,Individual,1.7419696747025504,Second Owner,15848.575246021139,883043671730.7094,36577231.6086297,2,1,6
2004,120000,9.64684341830991e+20,2,Individual,1.7419696747025504,Third Owner,15915.437511144559,706566102712.9009,27549452.96926312,2,1,6
2015,300000,8.15963743995485e+20,1,Individual,1.7419696747025504,Second Owner,17413.15224990928,1059521240748.518,41907169.0411291,2,1,9
2013,525000,6.029315362851654e+20,1,Individual,1.8193827268431275,First Owner,18202.126978365686,1118817703938.5015,50887640.54352083,1,2,5
2011,204999,7.838079390580782e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,883043671730.7094,1096878.8774946758,1,1,6
2016,1100000,8.039053171439575e+20,1,Individual,1.7419696747025504,First Owner,13575.258231824691,1411770468508.0637,48404015.85234138,1,3,7
2012,480000,4.480611407553803e+20,1,Individual,1.7419696747025504,Second Owner,15988.986002780326,1033402560533.8823,43850703.91851239,2,1,2
2014,605000,6.431262924569239e+20,1,Individual,1.7419696747025504,Second Owner,13374.671436454419,1540246138753.0283,56288538.6814825,2,2,7
2016,250000,4.0195775542637344e+20,2,Individual,1.7419696747025504,Second Owner,19793.4488883032,563972226946.5116,19743775.36841342,2,1,0
2013,245000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,16650.922427502235,989636123417.4658,27943679.110720176,2,1,6
2012,210000,6.109704875195172e+20,2,Individual,1.7419696747025504,Fourth & Above Owner,16891.62658194656,847042247651.0764,32201321.438456386,3,1,6
2020,730000,1.2068620560316948e+19,2,Individual,1.7419696747025504,First Owner,17459.95583549567,847042247651.0764,33344577.248681847,1,2,6
2012,500000,6.109704875195172e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25578322.261977848,1,1,3
2015,400000,3.215682430828566e+20,2,Individual,1.7419696747025504,First Owner,16991.919979631704,706566102712.9009,27525799.4007757,1,1,0
2015,280000,4.823472677698902e+20,2,Individual,1.7419696747025504,Second Owner,17386.407343859908,576678611915.7937,22858161.885924164,2,1,0
2009,561000,1.366631903548575e+21,1,Individual,1.7419696747025504,Third Owner,11836.83933861565,1762607875715.4673,41307945.306114376,2,2,3
2013,950000,1.4590074921825104e+21,1,Dealer,1.7419696747025504,First Owner,12304.875194479619,1750607401022.256,70307220.2716954,1,2,7
2016,375000,4.286390345731866e+20,1,Dealer,1.7419696747025504,First Owner,20288.229650216548,662799665596.4843,23291810.641526923,1,1,4
2017,700000,3.2885153290117926e+20,1,Dealer,1.7419696747025504,First Owner,17760.836028551086,1059521240748.518,43917722.36256009,1,2,9
2012,375000,2.5493337630131552e+20,2,Dealer,1.7419696747025504,Second Owner,15046.228064540037,1058109420196.3754,36064737.624735534,2,1,2
2012,270000,3.517545049678472e+20,2,Dealer,1.7419696747025504,Second Owner,17386.407343859908,576678611915.7937,22858161.885924164,2,1,0
2016,300000,5.36151968381406e+20,2,Dealer,1.7419696747025504,First Owner,20107.701534383297,566089957774.7252,22109132.21715575,1,1,0
2010,225000,4.7872170076319764e+20,2,Dealer,1.7419696747025504,First Owner,15982.299776267982,706566102712.9009,27549452.96926312,1,1,6
2015,1350000,7.587666059630726e+20,1,Dealer,1.7419696747025504,First Owner,11963.877642350155,1762607875715.4673,40756028.708074495,1,3,3
2010,200000,5.927220682175388e+20,2,Dealer,1.7419696747025504,First Owner,15447.401655280588,706566102712.9009,27549452.96926312,1,1,6
2011,400000,1.7837650441478495e+21,1,Dealer,1.7419696747025504,First Owner,18202.126978365686,1118817703938.5015,50895525.066349976,1,1,9
2013,500000,9.333645878219569e+20,1,Dealer,1.7419696747025504,First Owner,20528.933804660872,1059521240748.518,39967576.425160386,1,1,9
2015,500000,1.2102421462354976e+21,2,Dealer,1.7419696747025504,First Owner,17988.16772997073,847042247651.0764,33344577.248681847,1,1,4
2013,1500000,1.1907396505409602e+21,1,Dealer,1.7419696747025504,First Owner,12799.655956392964,1946850457770.0593,69889340.56175093,1,3,3
2015,555000,1.60789218395823e+20,2,Individual,1.7419696747025504,Second Owner,13842.707292318391,1060227151024.5892,44461754.43777082,2,2,2
2018,580000,2.411787307393398e+20,2,Individual,1.8193827268431275,First Owner,15915.437511144559,847042247651.0764,33368230.817169268,1,2,8
2011,337000,1.1415412689867279e+21,1,Individual,1.7419696747025504,Third Owner,12438.59972472647,1540246138753.0283,55539509.01271409,2,1,7
2011,175000,1.60789218395823e+20,1,Individual,1.7419696747025504,First Owner,11435.665747875099,1377180864980.5732,27904256.496574473,1,1,7
2009,180000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,15848.575246021139,883043671730.7094,36577231.6086297,2,1,6
2011,200000,6.431262924569239e+20,2,Individual,1.7419696747025504,First Owner,16523.884123767726,768686207007.1694,27923967.803647324,1,1,6
2016,260000,4.823472677698902e+20,1,Individual,1.7419696747025504,First Owner,16042.47581487907,993871585073.8932,28302424.8994461,1,1,6
2016,350000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,18663.47660771732,707272012988.972,27510030.355117418,1,1,0
2011,409999,4.0195775542637344e+20,1,Individual,1.7419696747025504,Second Owner,12371.737459603044,1783079273721.5332,25933125.7892892,2,1,3
2017,655000,1.012918049237101e+21,1,Individual,1.7419696747025504,First Owner,15641.302224138519,1055991689368.1617,40519493.023200266,1,2,2
2015,370000,1.366631903548575e+21,1,Individual,1.7419696747025504,First Owner,21057.14569913593,883043671730.7094,30269613.345316812,1,1,4
2013,200000,1.9294502333322972e+20,2,Individual,1.7419696747025504,First Owner,18482.948491884075,563972226946.5116,19743775.36841342,1,1,0
2017,800000,8.039053171439575e+20,1,Individual,1.7419696747025504,Second Owner,19673.096811081035,883043671730.7094,35985892.39644412,2,2,4
2019,550000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,19325.413032439228,848454068203.2189,34136971.793010525,1,2,4
2012,300000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,16650.922427502235,989636123417.4658,27904256.496574473,2,1,6
2017,220000,3.215682430828566e+20,2,Individual,1.7419696747025504,First Owner,14511.329943552642,563972226946.5116,14579412.915325988,1,1,0
2011,196000,8.842948294874742e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,706566102712.9009,27549452.96926312,1,1,6
2008,135000,6.431262924569239e+20,2,Individual,1.7419696747025504,Second Owner,16523.884123767726,768686207007.1694,27923967.803647324,2,1,6
2015,299000,1.3265288907559215e+20,2,Individual,1.7419696747025504,First Owner,15026.169385003011,844218606546.7915,36064737.624735534,1,1,6
2017,300000,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,19291.981899877515,706566102712.9009,27529741.66219027,1,1,4
2017,720000,6.431262924569239e+20,1,Individual,1.7419696747025504,First Owner,19673.096811081035,883043671730.7094,35985892.39644412,1,2,4
2016,650000,4.0195775542637344e+20,1,Individual,1.7419696747025504,Third Owner,12706.04878522017,1540246138753.0283,59418694.24465152,2,2,7
2016,300000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,19291.981899877515,706566102712.9009,27529741.66219027,1,1,4
2019,750000,1.60789218395823e+20,1,Individual,1.7419696747025504,First Owner,19325.413032439228,839277234614.2928,30257786.561073095,1,2,4
2016,260000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,20107.701534383297,566089957774.7252,22109132.21715575,1,1,0
2011,300000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,18589.92811608155,883043671730.7094,30269613.345316812,2,1,4
2014,600000,4.0195775542637344e+20,1,Individual,1.7419696747025504,Second Owner,13949.686916515871,1783079273721.5332,25578322.261977848,2,2,3
2004,275000,8.039053171439575e+20,2,Individual,1.8193827268431275,Second Owner,9296.073263925504,2117680744579.298,87038177.71513286,2,1,1
2015,250000,4.1803565789507676e+20,2,Individual,1.7419696747025504,First Owner,19291.981899877515,706566102712.9009,27529741.66219027,1,1,4
2014,420000,6.431262924569239e+20,1,Individual,1.7419696747025504,First Owner,18924.239441698675,883043671730.7094,30269613.345316812,1,1,4
2015,235000,4.0195775542637344e+20,2,Individual,1.7419696747025504,First Owner,17386.407343859908,576678611915.7937,22858161.885924164,1,1,0
2016,1100000,4.823472677698902e+20,1,Individual,1.7419696747025504,First Owner,13575.258231824691,1540246138753.0283,48404015.85234138,1,3,7
2019,360000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,19291.981899877515,706566102712.9009,27529741.66219027,1,1,4
2014,380000,4.0195775542637344e+20,1,Individual,1.7419696747025504,Second Owner,19325.413032439228,792687156393.5913,28692708.779488586,2,1,4
2016,650000,1.0048790980027494e+21,1,Individual,1.7419696747025504,First Owner,18503.0071714211,1059521240748.518,39963634.16374581,1,2,9
2016,350000,6.431262924569239e+20,2,Individual,1.7419696747025504,First Owner,16991.919979631704,706566102712.9009,27525799.4007757,1,1,0
2017,700000,5.6273678011340705e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25933125.7892892,1,2,3
2010,270000,7.235158048004406e+20,1,Individual,1.7419696747025504,Third Owner,18656.790381204977,987518392589.252,36577231.6086297,2,1,9
2017,450000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,18623.359248643264,883043671730.7094,30269613.345316812,1,1,4
2016,630000,8.11944268378309e+20,1,Individual,1.7419696747025504,First Owner,14344.174280744079,1765431516819.7524,42490623.73048554,1,2,3
2010,229999,1.350554001079872e+21,1,Individual,1.7419696747025504,First Owner,12639.186520096744,1765431516819.7524,45250206.72068493,1,1,3
2011,270000,3.215682430828566e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,706566102712.9009,27549452.96926312,1,1,6
2009,135000,2.3233588438155297e+20,2,Individual,1.7419696747025504,Second Owner,3278.4694028172703,829394490749.2955,26721578.07220331,2,1,2
2012,275000,1.60789218395823e+20,2,Individual,1.7419696747025504,First Owner,15915.437511144559,706566102712.9009,27549452.96926312,1,1,6
2015,634000,1.3264371473768168e+21,1,Individual,1.7419696747025504,First Owner,15641.302224138519,1055991689368.1617,40519493.023200266,1,2,2
2012,235000,7.918468902924298e+20,2,Individual,1.7419696747025504,Second Owner,15982.299776267982,706566102712.9009,27155226.827806067,2,1,6
2008,275000,7.878274146752541e+20,2,Individual,1.7419696747025504,Third Owner,16891.62658194656,847042247651.0764,32201321.438456386,2,1,6
2014,700000,3.215682430828566e+20,1,Individual,1.7419696747025504,Second Owner,14344.174280744079,1765431516819.7524,42490623.73048554,2,2,3
2013,400000,7.235158048004406e+20,1,Individual,1.7419696747025504,First Owner,16851.509222872508,883043671730.7094,37365683.89154382,1,1,6
2012,215000,7.235158048004406e+20,2,Individual,1.7419696747025504,Third Owner,16450.33563213196,563972226946.5116,19349549.226956364,2,1,0
2009,150000,8.842948294874742e+20,1,Individual,1.7419696747025504,Second Owner,14711.916738922917,1055991689368.1617,44461754.43777082,2,1,2
2018,950000,6.254405997413502e+20,1,Individual,1.7419696747025504,First Owner,20060.8979487969,883043671730.7094,35985892.39644412,1,2,4
2015,730000,8.039053171439575e+20,1,Individual,1.7419696747025504,First Owner,15641.302224138519,1055991689368.1617,40519493.023200266,1,2,2
2012,135000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,15982.299776267982,993871585073.8932,29086934.92094564,2,1,6
2016,350000,6.431262924569239e+20,2,Individual,1.7419696747025504,Second Owner,16049.162041391413,847042247651.0764,33423422.476973258,2,1,6
2018,535000,1.688281696301747e+20,2,Individual,1.7419696747025504,Second Owner,15413.970522718875,847748157927.1477,33423422.476973258,2,2,6
2018,455000,8.039053171439575e+20,2,Individual,1.7419696747025504,Second Owner,15982.299776267982,847042247651.0764,34921481.81451007,2,1,6
2019,655000,2.0098397456758142e+20,2,Individual,1.7419696747025504,First Owner,17459.95583549567,847042247651.0764,33344577.248681847,1,2,6
2019,800000,2.411787307393398e+20,1,Individual,1.7419696747025504,Third Owner,18656.790381204977,1059521240748.518,40109497.836084925,2,2,9
2018,1100000,2.0098397456758142e+20,2,Individual,1.8193827268431275,First Owner,15179.952594786888,1058109420196.3754,42687736.80121407,1,3,5
2016,3000000,3.215682430828566e+20,1,Individual,1.8193827268431275,First Owner,11970.563868862497,1514833368814.464,81519011.73473407,1,3,1
2012,1225000,1.2862423912050584e+21,1,Individual,1.8193827268431275,First Owner,10967.629892011122,2107092090438.2295,67721096.78373712,1,3,1
2018,340000,4.139518706680261e+20,2,Individual,1.7419696747025504,First Owner,15413.970522718875,847748157927.1477,33423422.476973258,1,1,6
2011,300000,5.788146825821104e+20,1,Individual,1.7419696747025504,Second Owner,17011.97865916873,1130112268355.6414,41938707.13244566,2,1,9
2016,370000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,15420.656749231219,846336337375.0051,35315707.95596712,1,1,6
2013,330000,1.0933075615806179e+21,1,Individual,1.7419696747025504,Second Owner,13949.686916515871,1783079273721.5332,25578322.261977848,2,1,3
2014,238000,4.823472677698902e+20,2,Individual,1.7419696747025504,First Owner,15260.187312934999,768686207007.1694,25578322.261977848,1,1,6
2006,72000,8.842948294874742e+20,2,Individual,1.7419696747025504,Second Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
2013,200000,7.235158048004406e+20,2,Individual,1.7419696747025504,First Owner,15260.187312934999,768686207007.1694,25578322.261977848,1,1,6
2014,320000,7.315547560347924e+20,1,Individual,1.7419696747025504,Fourth & Above Owner,18462.889812347043,1033402560533.8823,34527255.67305301,3,1,9
2009,114999,7.235158048004406e+20,2,Individual,1.7419696747025504,Fourth & Above Owner,15260.187312934999,768686207007.1694,25578322.261977848,3,1,6
2015,320000,4.0195775542637344e+20,2,Individual,1.7419696747025504,Second Owner,16991.919979631704,706566102712.9009,27525799.4007757,2,1,0
2010,210000,1.60789218395823e+20,2,Individual,1.7419696747025504,First Owner,16523.884123767726,768686207007.1694,27923967.803647324,1,1,6
2011,200000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,12639.186520096744,1759078324335.111,38548362.31591498,1,1,3
2009,135000,1.2058528788615416e+21,2,Individual,1.7419696747025504,Second Owner,15915.437511144559,751038450105.3885,27510030.355117418,2,1,6
2015,350000,4.1803565789507676e+20,1,Individual,1.7419696747025504,First Owner,16042.47581487907,993871585073.8932,28302424.8994461,1,1,6
2014,350000,1.34251504984552e+21,1,Individual,1.7419696747025504,Second Owner,12371.737459603044,1783079273721.5332,25933125.7892892,2,1,3
2017,680000,3.215682430828566e+20,1,Individual,1.7419696747025504,First Owner,22267.352697869912,883043671730.7094,30277497.868145946,1,2,4
2010,200000,1.5274109282356088e+21,1,Individual,1.7419696747025504,Second Owner,15179.952594786888,883043671730.7094,30663839.486773867,2,1,6
2016,300000,4.0195775542637344e+20,2,Individual,1.7419696747025504,First Owner,18663.47660771732,707272012988.972,27510030.355117418,1,1,0
2011,270000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,12639.186520096744,1765431516819.7524,45250206.72068493,2,1,3
2012,225000,6.431262924569239e+20,2,Individual,1.7419696747025504,Second Owner,15915.437511144559,706566102712.9009,27549452.96926312,2,1,6
2008,250000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,12371.737459603044,1783079273721.5332,25933125.7892892,1,1,3
2015,590000,3.215682430828566e+20,1,Individual,1.7419696747025504,Second Owner,15641.302224138519,1055991689368.1617,40519493.023200266,2,2,2
2015,290000,1.36672364692768e+20,2,Individual,1.7419696747025504,First Owner,17386.407343859908,576678611915.7937,22858161.885924164,1,1,0
2010,100000,1.447021415892092e+21,2,Individual,1.7419696747025504,Second Owner,15982.299776267982,706566102712.9009,27549452.96926312,2,1,6
2016,395000,4.0195775542637344e+20,2,Individual,1.7419696747025504,First Owner,18723.652646328406,706566102712.9009,27525799.4007757,1,1,0
2014,195000,5.225420239416486e+20,2,Individual,1.7419696747025504,Second Owner,17386.407343859908,576678611915.7937,22858161.885924164,2,1,0
2011,45000,8.039970605230624e+19,2,Individual,1.7419696747025504,Third Owner,20662.658334907723,442555659462.2592,14894793.828491632,2,1,0
2009,270000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,12371.737459603044,1783079273721.5332,25933125.7892892,2,1,3
2014,600000,7.235158048004406e+20,1,Individual,1.7419696747025504,Second Owner,12358.365006578362,1766137427095.8232,29638851.51898552,2,2,3
2015,715000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,18349.223961637224,987518392589.252,36076564.408979245,1,2,9
2019,600000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,15714.850715774288,847042247651.0764,33368230.817169268,1,2,6
2019,875000,2.0098397456758142e+20,1,Individual,1.7419696747025504,First Owner,15641.302224138519,1055991689368.1617,40519493.023200266,1,2,2
2011,420000,8.039053171439575e+20,1,Individual,1.7419696747025504,Second Owner,12304.875194479619,1540246138753.0283,46432885.1450561,2,1,7
2007,325000,5.6273678011340705e+20,2,Individual,1.8193827268431275,Second Owner,10031.558180283177,1663780437065.4944,61019252.37896717,2,1,1
2017,385000,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,17072.15469777981,847748157927.1477,27533683.923604842,1,1,6
2016,300000,3.215682430828566e+20,2,Individual,1.7419696747025504,First Owner,15413.970522718875,847748157927.1477,33423422.476973258,1,1,6
2012,335000,1.0852686103462663e+21,1,Individual,1.7419696747025504,First Owner,17921.305464847304,987518392589.252,36088391.193222955,1,1,9
2014,300000,2.8137348691109822e+20,2,Individual,1.7419696747025504,First Owner,18723.652646328406,706566102712.9009,27525799.4007757,1,1,0
2004,80000,9.64684341830991e+20,2,Individual,1.7419696747025504,Second Owner,12104.288399109344,1057403509920.3042,38154136.17445793,2,1,2
2012,400000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25578322.261977848,1,1,3
2012,168000,1.5274109282356088e+21,1,Individual,1.7419696747025504,Second Owner,16042.47581487907,987518392589.252,28298482.63803153,2,1,6
2016,550000,9.64684341830991e+20,1,Individual,1.7419696747025504,First Owner,13949.686916515871,1783079273721.5332,25578322.261977848,1,2,3
2012,300000,9.64684341830991e+20,1,Individual,1.7419696747025504,Second Owner,15915.437511144559,883043671730.7094,30269613.345316812,2,1,6
2011,320000,1.4068266597203336e+21,1,Individual,1.7419696747025504,Third Owner,12371.737459603044,1783079273721.5332,25933125.7892892,2,1,3
2011,320000,1.4068266597203336e+21,1,Individual,1.7419696747025504,Third Owner,13949.686916515871,1783079273721.5332,25933125.7892892,2,1,3
2011,350000,2.0098397456758142e+20,2,Individual,1.7419696747025504,Second Owner,14611.623341237775,1059521240748.518,39612772.89784903,2,1,2
2013,280000,6.431262924569239e+20,1,Individual,1.7419696747025504,First Owner,17332.917531761166,883043671730.7094,36088391.193222955,1,1,6
2017,550000,5.6273678011340705e+20,1,Individual,1.7419696747025504,Second Owner,19592.862092932923,792687156393.5913,29086934.92094564,2,2,4
2018,500000,8.039970605230624e+19,2,Individual,1.7419696747025504,First Owner,16744.529598675028,847042247651.0764,33368230.817169268,1,1,6
2019,700000,4.824390111489951e+19,2,Individual,1.7419696747025504,First Owner,15982.299776267982,844924516822.8627,38422209.950648725,1,2,6
2013,380000,7.235158048004406e+20,1,Individual,1.7419696747025504,Second Owner,16985.23375311936,1130112268355.6414,41899284.51829996,2,1,9
2012,340000,8.842948294874742e+20,1,Individual,1.7419696747025504,Second Owner,13949.686916515871,1783079273721.5332,25933125.7892892,2,1,3
2007,160000,9.64684341830991e+20,1,Individual,1.7419696747025504,Third Owner,12371.737459603044,1783079273721.5332,25933125.7892892,2,1,3
2014,750000,4.0195775542637344e+20,1,Individual,1.7419696747025504,First Owner,11963.877642350155,1762607875715.4673,40756028.708074495,1,2,3
2018,531000,1.60789218395823e+20,2,Individual,1.8193827268431275,First Owner,15915.437511144559,847042247651.0764,33368230.817169268,1,2,8
2017,300000,2.8137348691109822e+20,2,Individual,1.7419696747025504,First Owner,18663.47660771732,707272012988.972,27510030.355117418,1,1,0
2014,350000,4.823472677698902e+20,1,Individual,1.7419696747025504,Second Owner,16744.529598675028,1059521240748.518,36104160.23888123,2,1,9
2010,150000,5.4665887764470366e+20,2,Individual,1.7419696747025504,Fourth & Above Owner,15714.850715774288,848454068203.2189,32398434.50918491,3,1,6
2015,450000,2.411787307393398e+20,2,Individual,1.7419696747025504,First Owner,16918.371487995933,847042247651.0764,33344577.248681847,1,1,6
2017,1625000,4.3411356036378015e+20,1,Individual,1.7419696747025504,First Owner,13976.43182256524,1540246138753.0283,56288538.6814825,1,3,7
